artifact,scope,status,generator,evidence,notes,current_path,disposition
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/KEN/forecasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/KEN/forecasting_predictions.csv,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/KEN/manifest.json,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/KEN/manifest.json,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/KEN/nowcasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/KEN/nowcasting_predictions.csv,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/LBN/forecasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/LBN/forecasting_predictions.csv,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/LBN/manifest.json,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/LBN/manifest.json,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/LBN/nowcasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/LBN/nowcasting_predictions.csv,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/LSO/forecasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/LSO/forecasting_predictions.csv,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/LSO/manifest.json,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/LSO/manifest.json,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/LSO/nowcasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/LSO/nowcasting_predictions.csv,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MDG/forecasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MDG/forecasting_predictions.csv,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MDG/manifest.json,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MDG/manifest.json,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MDG/nowcasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MDG/nowcasting_predictions.csv,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MOZ/forecasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MOZ/forecasting_predictions.csv,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MOZ/manifest.json,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MOZ/manifest.json,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MOZ/nowcasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MOZ/nowcasting_predictions.csv,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MWI/forecasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MWI/forecasting_predictions.csv,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MWI/manifest.json,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MWI/manifest.json,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MWI/nowcasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/MWI/nowcasting_predictions.csv,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/PAK/forecasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/PAK/forecasting_predictions.csv,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/PAK/manifest.json,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/PAK/manifest.json,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/PAK/nowcasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/PAK/nowcasting_predictions.csv,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/SDN/forecasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/SDN/forecasting_predictions.csv,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/SDN/manifest.json,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/SDN/manifest.json,retained
2.Source Code/produced_graph/.leave_one_country_out_checkpoints/SDN/nowcasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2.Source Code/generate_leave_one_country_out_robustness.py:858-864 path map; 881-888 CSV/json writes and os.replace; 1502 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.leave_one_country_out_checkpoints/SDN/nowcasting_predictions.csv,retained
